first_cmt,forum_links,last_posts,posts,stock_names
why today no volume?,/servlets/forum/800005090.jsp?fp=36,"Dec 23, 02:26 PM",9,Stock: [HSI-C48]: HSI-C48: CW HANG SENG INDEX (MACQ)
why why why why    why   why   why Menteri Besar must acquire so many shares i...,/servlets/forum/800001418.jsp?fp=36,"Dec 23, 01:52 PM",760,Stock: [CENBOND]: CENTURY BOND BHD
Going to expire soon. Look at what happen to CAP-WA. Only miracles can help. G...,/servlets/forum/800003382.jsp?fp=36,"Dec 20, 11:36 PM",43,Stock: [XDL-WB]: XDL-WB
Plan to buy some testing ~,/servlets/forum/800005224.jsp?fp=36,"Dec 17, 02:20 PM",1,Stock: [AFFIN-CU]: AFFIN-CU: CW AFFIN HLDGS BHD (KIBB)
all gone or are we getting something on our invesment?  I have both EFP and po...,/servlets/forum/800001294.jsp?fp=36,"Dec 16, 01:27 PM",174,Stock: [MAEMODE]: MALAYSIAN AE MODELS HOLDINGS
"hsi gonna drop to 21000 lvl, just hold and smile.",/servlets/forum/800005095.jsp?fp=36,"Dec 16, 11:29 AM",2,Stock: [HSI-H57]: HSI-H57: PW HANG SENG INDEX (MACQ)
That means there is a 5.5 sen arbitrage opportunity at today's prices.,/servlets/forum/800002284.jsp?fp=36,"Dec 14, 05:16 PM",8,Stock: [PERWAJA-LA]: PERWAJA HLD BHD-RCULS 12/19
anyone can confirm. Heard TP 0.11,/servlets/forum/800005055.jsp?fp=36,"Dec 13, 03:25 PM",8,Stock: [MRCB-C7]: MRCB-C7: CW MALAYSIAN RESOURCES CORP BHD (CIMB)
It is a new warrant and the price still being controlled by contributor.,/servlets/forum/800005469.jsp?fp=36,"Dec 13, 11:20 AM",5,Stock: [AIRASIAC47]: AIRASIAC47: CW AIRASIA BERHAD (CIMB)
All the way up !!!,/servlets/forum/800005022.jsp?fp=36,"Dec 9, 05:19 PM",1,Stock: [AIRASIAC35]: AIRASIAC35: CW AIRASIA BERHAD (KIBB)
gogogo malakof,/servlets/forum/800005314.jsp?fp=36,"Dec 9, 02:59 PM",1,Stock: [MALAKOF-CQ]: MALAKOF-CQ: CW MALAKOFF CORPORATION BERHAD (MACQ)
"Warrant drop today, I think banker already taken into consideration about divi...",/servlets/forum/800005254.jsp?fp=36,"Dec 7, 04:39 PM",1,Stock: [AFFIN-CV]: AFFIN-CV: CW AFFIN HOLDINGS BERHAD (CIMB)
can buy at 0.05....n gamble.100pct gains...,/servlets/forum/800005071.jsp?fp=36,"Dec 2, 10:35 AM",35,Stock: [AAX-CU]: AAX-CU: CW AIRASIA X BHD (MACQ)
It is my intention that Taisei Lamick fall SHORT of the 90% threshold to force...,/servlets/forum/800001584.jsp?fp=36,"Dec 1, 08:28 AM",65,Stock: [MAYPAK]: MALAYSIA PACKAGING INDUSTRY
today's tradings got volume...let's hope some show for the day!,/servlets/forum/800005121.jsp?fp=36,"Aug 5, 10:19 AM",5,Stock: [SOLUTN-WA]: SOLUTION ENGINEERING HOLDINGS BERHAD
20 cents dividend?? wtf,/servlets/forum/800000489.jsp?fp=36,"Nov 25, 05:40 PM",147,Stock: [FCW]: FCW HOLDINGS BHD
A good counter... sayonara...,/servlets/forum/800001379.jsp?fp=36,"Nov 24, 05:21 PM",79,Stock: [HUATLAI]: HUAT LAI RESOURCES BHD
1630.5,/servlets/forum/800005211.jsp?fp=36,"Nov 15, 04:58 PM",1,Stock: [FBMKLCI-H97]: FBMKLCI-H97: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ)
"Buy 0.035 if you want, Cucaracha  KLCI will come back to 1640 next week",/servlets/forum/800005053.jsp?fp=36,"Nov 17, 02:34 PM",6,Stock: [FBMKLCI-C70]: FBMKLCI-C70: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
chee pek successfully con small shareholders!,/servlets/forum/800001434.jsp?fp=36,"Nov 15, 10:44 PM",886,Stock: [SAMUDRA]: KEJURUTERAAN SAMUDRA TIMUR BHD
usd 4.34 le,/servlets/forum/800004392.jsp?fp=36,"Nov 10, 11:08 PM",21,Stock: [HOMERIZ-WA]: HOMERITZ CORP BHD
1617.7,/servlets/forum/800005159.jsp?fp=36,"Nov 15, 04:06 PM",1,Stock: [FBMKLCI-H87]: FBMKLCI-H87: PW FTSE BURSA MALAYSIA KLCI INDEX (MACQ)
anyone know how the settlement price is calculated? is it based on the closing...,/servlets/forum/800004844.jsp?fp=36,"Nov 15, 10:46 AM",7,Stock: [DRBHCOMC20]: DRBHCOMC20: CW DRB-HICOM BHD (MACQ)
"Guys,  Hi and bye.  If you are not very sure to trade/invest any stock now. Th...",/servlets/forum/800005246.jsp?fp=36,"Nov 14, 07:25 AM",1,Stock: [CHINA50-CQ]: CHINA50-CQ: CW FTSE CHINA A50 INDEX (MACQ)
"Guys,  Hi and bye.  If you are not very sure to trade/invest any stock now. Th...",/servlets/forum/800005141.jsp?fp=36,"Nov 14, 07:25 AM",1,Stock: [CHINA50-CO]: CHINA50-CO: CW FTSE CHINA A50 INDEX (MACQ)
"Guys,  Hi and bye.  If you are not very sure to trade/invest any stock now. Th...",/servlets/forum/800005245.jsp?fp=36,"Nov 14, 07:25 AM",1,Stock: [CHINA50-CP]: CHINA50-CP: CW FTSE CHINA A50 INDEX (MACQ)
"Guys,  Hi and bye.  If you are not very sure to trade/invest any stock now. Th...",/servlets/forum/800005140.jsp?fp=36,"Nov 14, 07:25 AM",1,Stock: [CHINA50-CN]: CHINA50-CN: CW FTSE CHINA A50 INDEX (MACQ)
"I am stil having ytle share with me , so what s should I do now .i miss the co...",/servlets/forum/800000009.jsp?fp=36,"Nov 13, 11:04 PM",223,Stock: [YTLE]: YTL E-SOLUTIONS BHD
true CharlesT...,/servlets/forum/800005371.jsp?fp=36,"Nov 11, 04:20 PM",33,Stock: [SPSETIA-PR]: 
should we start something now?,/servlets/forum/800004804.jsp?fp=36,"Nov 11, 08:42 AM",1,Stock: [JTIASA-CF]: JTIASA-CF: CW JAYA TIASA HLDGS BHD (MIBB)
"Walao, who buy who win. =(",/servlets/forum/800005139.jsp?fp=36,"Nov 9, 11:27 AM",13,Stock: [HSI-H63]: HSI-H63: PW HANG SENG INDEX (MACQ)
puk i mak  sona & cliq director !,/servlets/forum/800003087.jsp?fp=36,"Nov 2, 11:51 AM","5,828",Stock: [SONA-WA]: SONA PETROLEUM -WARR A 13/18
down down down,/servlets/forum/800005054.jsp?fp=36,"Oct 26, 12:05 PM",2,Stock: [FBMKLCI-H75]: FBMKLCI-H75: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"X  Tribute to our beloved HSI-C36:   To our dearest C36, we love you! You are ...",/servlets/forum/800004982.jsp?fp=36,"Oct 25, 05:32 PM",67,Stock: [HSI-C36]: HSI-C36: CW HANG SENG INDEX (MACQ)
"If expire, either convert to mother share or put aside",/servlets/forum/800002166.jsp?fp=36,"Oct 25, 11:00 AM",33,Stock: [HIAPTEK-WA]: HIAPTECK VENTURE BHD-WAR 12/17
Wah,/servlets/forum/800005064.jsp?fp=36,"Oct 20, 03:32 PM",2,Stock: [MYEG-CY]: MYEG-CY: CW MY E.G. SERVICES BERHAD (MACQ)
ehehe,/servlets/forum/800004572.jsp?fp=36,"Oct 16, 01:28 PM",2,Stock: [SUPERMX-C3]: 
"For those wanan play short team,don't touch this counter.keep dropping.",/servlets/forum/800004886.jsp?fp=36,"Oct 13, 02:48 PM",33,Stock: [MAYBANKC19]: MAYBANKC19: CW MALAYAN BANKING BERHAD (CIMB)
good time to enter?,/servlets/forum/800004987.jsp?fp=36,"Oct 12, 10:00 AM",31,Stock: [HSI-H45]: HSI-H45: PW HANG SENG INDEX (MACQ)
Good bye ....HSL-CD,#,"Aug 19, 02:57 PM",9,
Good bye ....HSL-CD,/servlets/forum/800004901.jsp?fp=37,"Aug 19, 02:57 PM",9,Stock: [HSL-CD]: HSL-CD: CW HOCK SENG LEE BHD (KIBB)
kai kai what are u talking about?,/servlets/forum/800002355.jsp?fp=37,"Oct 7, 01:58 PM",6,Stock: [BJCORP-LD]: BERJAYA CORP BHD-ICULS 12/22
what is the situation now ==,/servlets/forum/800000813.jsp?fp=37,"Oct 5, 04:58 PM",11,Stock: [TRC-WA]: TRC SYNERGY BHD-WARRANTS
Burn liao at last..... :(,/servlets/forum/800004830.jsp?fp=37,"Oct 5, 04:09 PM",6,Stock: [GTRONIC-CG]: GTRONIC-CG: CW GLOBETRONICS TECHNOLOGY BHD (KIBB)
FBMKLCI-H61  go for KLSE Screener.  For me I think this should be a WIn game. ...,/servlets/forum/800004949.jsp?fp=37,"Oct 3, 10:44 AM",7,Stock: [FBMKLCI-H61]: FBMKLCI-H61: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
sulah tiba ka itu balang? sulah tiba ka itu packet?,/servlets/forum/800000096.jsp?fp=37,"Oct 2, 09:33 PM",179,Stock: [GPACKET-WA]: GREEN PACKET BHD-WARRANTS
4m profit,/servlets/forum/800001257.jsp?fp=37,"Sep 30, 06:30 PM",11,Stock: [BORNOIL-WB]: BORNEO OIL BHD-WB
"ini owner sudah tukar propesyen, juai roti canai sekarang.",/servlets/forum/800000151.jsp?fp=37,"Sep 29, 03:29 PM",2,Stock: [BCTTECH]: BCT TECHNOLOGY BHD
drop bACK,/servlets/forum/800004993.jsp?fp=37,"Sep 29, 01:44 PM",90,Stock: [SKPETROC25]: SKPETROC25: CW SAPURAKENCANA PETROLEUM BHD (RHB)
HugoMorales can teach me  UMWOG-C1	CALL WARRANTS	06/11/2015	28/11/2016	1.18	0....,/servlets/forum/800004757.jsp?fp=37,"Sep 21, 09:47 PM",12,Stock: [UMWOG-C3]: UMWOG-C3: CW UMW OIL AND GAS CORP BHD (CIMB)
This stock just born. How you play? Play this stock or its mother?,/servlets/forum/800005236.jsp?fp=37,"Sep 20, 10:54 PM",2,Stock: [AXIATA-C9]: AXIATA-C9: CW AXIATA GROUP BERHAD (MACQ)
Hope it will fly b4 expire date..bought it.at 175 last month..,/servlets/forum/800003062.jsp?fp=37,"Sep 20, 10:35 AM",34,Stock: [SMCAP-WB]: FARMS BEST BHD-WARR 2013/2018
"sold last Friday, Miss +0.1 . cry no tear. LOL",/servlets/forum/800004756.jsp?fp=37,"Sep 19, 09:38 AM",137,Stock: [POS-CV]: POS-CV: CW POS MALAYSIA BHD (CIMB)
Where is Kc Loh? Is he dead?,/servlets/forum/800003613.jsp?fp=37,"Sep 14, 10:10 PM","2,632",Stock: [FBMKLCI-HB]: FBMKLCI-HB
any idea this counter,/servlets/forum/800005190.jsp?fp=37,"Sep 14, 07:24 PM",1,Stock: [MYEG-C1]: MYEG-C1: CW MY E.G. SERVICES BERHAD (CIMB)
Thanks,/servlets/forum/800004922.jsp?fp=37,"Sep 9, 04:55 PM",15,Stock: [HSI-C30]: HSI-C30: CW HANG SENG INDEX (MACQ)
any idea,/servlets/forum/800004912.jsp?fp=37,"Sep 8, 03:14 PM",12,Stock: [MYEG-CX]: MYEG-CX: CW MY E.G. SERVICES BERHAD (MACQ)
tomorrow 0.005 easy can buy before dispose before warrants expired at 0.010 wi...,/servlets/forum/800004479.jsp?fp=37,"Sep 8, 12:01 AM",10,Stock: [SKPETROC17]: 
Tks. I hope so.,/servlets/forum/800005170.jsp?fp=37,"Aug 9, 08:59 AM",3,Stock: [MINHO-WC]: MINHO (M) BERHAD
wonder why this stock at the top 30 trending counters in i3 forum. there is no...,/servlets/forum/800001729.jsp?fp=37,"Sep 6, 05:09 PM",177,Stock: [INTEGRA]: INTEGRAX BHD
not moving at all,/servlets/forum/800004812.jsp?fp=37,"Sep 5, 10:14 AM",4,Stock: [TOPGLOV-C1]: TOPGLOV-C1: CW TOP GLOVE CORP BHD (MIBB)
Buy1sell2 what is your avg price in this stock?,/servlets/forum/800004849.jsp?fp=37,"Aug 29, 12:26 PM",3,Stock: [UMWOG-C4]: UMWOG-C4: CW UMW OIL AND GAS CORP BHD (MACQ)
exactly as predicted post comment on 170816 but more lower,/servlets/forum/800005120.jsp?fp=37,"Aug 31, 12:00 AM",6,Stock: [SUPERMX-C19]: SUPERMX-C19: CW SUPERMAX CORPORATION BERHAD (MACQ)
owh look who's talking. the richkid who looses all the time. ;),/servlets/forum/800005147.jsp?fp=37,"Aug 30, 05:09 PM",9,Stock: [AAX-CW]: AAX-CW: CW AIRASIA X BERHAD (KIBB)
At 50% premium.. tough warriors here.. salute !!,/servlets/forum/800005202.jsp?fp=37,"Aug 26, 03:39 PM",7,Stock: [AAX-CX]: AAX-CX: CW AIRASIA X BHD (MACQ)
Post removed. Why? ,/servlets/forum/800001342.jsp?fp=37,"Aug 25, 02:59 PM",4,Stock: [HAISAN]: HAISAN RESOURCES BHD
wil back to below 25,/servlets/forum/800004836.jsp?fp=37,"Aug 25, 09:13 AM",12,Stock: [DRBHCOMC19]: DRBHCOMC19: CW DRB-HICOM BHD (CIMB)
Expiry coming ...a worthless piece of junk.,/servlets/forum/800004709.jsp?fp=37,"Aug 24, 11:34 AM",2,Stock: [JCY-CU]: JCY-CU: CW JCY INTNL BHD (RHB)
Next month expire. Strike price 92 sen. Impossible now only 57 sen. Sell fast....,/servlets/forum/800004763.jsp?fp=37,"Aug 24, 11:35 AM",2,Stock: [JCY-CW]: JCY-CW: CW JCY INTNL BHD (KIBB)
Where to get this closing level 1654.50? any link can refer?,/servlets/forum/800004361.jsp?fp=37,"Aug 22, 06:19 PM",144,Stock: [FBMKLCI-HW]: 
:'((,/servlets/forum/800003318.jsp?fp=37,"Aug 22, 03:47 PM",26,Stock: [CAP-WA]: CAP-WA
"Bro Duit, sorry ya, I already give face to you. Unfortunately, your kite frien...",/servlets/forum/800004478.jsp?fp=37,"Aug 22, 01:45 AM",46,Stock: [SIME-C3]: 
https://www.youtube.com/channel/UCONCa5KupaFApILbkwp_5bA/videos,/servlets/forum/800003825.jsp?fp=37,"Aug 20, 08:45 PM",25,Stock: [FBMKLCI-HE]: FBMKLCI-HE
sell.,/servlets/forum/800004939.jsp?fp=37,"Aug 19, 03:49 PM",1,Stock: [POS-CW]: POS-CW: CW POS MALAYSIA BHD (RHB)
Twitter hasn't been over USD 35 for quite a while. I wouldn't take the...,/servlets/forum/800004549.jsp?fp=37,"Aug 19, 12:04 PM",6,Stock: [TWITTER-C3]: 
"Buying call warrant is kind of very risky business, win big or lose pant",/servlets/forum/800005188.jsp?fp=37,"Aug 19, 10:44 AM",1,Stock: [UEMS-C30]: UEMS-C30: CW UEM SUNRISE BHD (MACQ)
this counter cheated money. don't buy,/servlets/forum/800004998.jsp?fp=37,"Aug 16, 03:40 PM",1,Stock: [FBMKLCI-C62]: FBMKLCI-C62: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB
still k hold?,/servlets/forum/800005023.jsp?fp=37,"Aug 16, 12:18 PM",1,Stock: [UMWOG-C6]: UMWOG-C6: CW UMW OIL AND GAS CORP BHD (KIBB)
"this WA super discount now. Mother share 0.69, WA should be 0.29. under value",/servlets/forum/800003210.jsp?fp=37,"Aug 15, 11:35 AM",105,Stock: [DESTINI-WA]: DESTINI BHD - WA 2013/2016
Worth to buy or not?,/servlets/forum/800003084.jsp?fp=37,"Aug 12, 01:38 PM",78,Stock: [PUNCAK-WB]: PUNCAK NIAGA HLD BHD-WB 13/18
https://www.youtube.com/channel/UCDRbGgVm0GDbQ-hIq-xmJrQ/videos,/servlets/forum/800000259.jsp?fp=37,"Aug 12, 12:25 AM",3,Stock: [FBMKLCI-HA]: FBMKLCI-HA:PW FTSE BM KL IND-O
so tomorrow still will up again?,/servlets/forum/800004811.jsp?fp=37,"Aug 11, 10:23 PM",2,Stock: [SUPERMX-C13]: SUPERMX-C13: CW SUPERMAX CORP BHD (MIBB)
Beli beli beli...push push push 80 sen maril....nanti anak 3 sen...,/servlets/forum/800004711.jsp?fp=37,"Aug 11, 09:59 AM",9,Stock: [ARMADA-C11]: ARMADA-C11: CW BUMI ARMADA BERHAD (RHB)
Y r u such a hater soonice? Hahaha,/servlets/forum/800004368.jsp?fp=37,"Aug 11, 09:40 AM",5,Stock: [YONGTAI-WA]: YONG TAI BHD
expire soon,/servlets/forum/800004576.jsp?fp=37,"Aug 10, 10:01 PM",18,Stock: [VS-CA]: 
Sapu,/servlets/forum/800004547.jsp?fp=37,"Aug 10, 03:15 PM",3,Stock: [SLV-C8]: 
shoot,/servlets/forum/800004874.jsp?fp=37,"Aug 8, 10:23 PM",2,Stock: [JTIASA-CI]: JTIASA-CI: CW JAYA TIASA HLDGS BHD (RHB)
Mean hole in one. Full mark. All the glc company need  to goring to collect fu...,/servlets/forum/800004881.jsp?fp=37,"Aug 8, 09:29 PM",3,Stock: [UEMS-C28]: UEMS-C28: CW UEM SUNRISE BHD (RHB)
Today jatuh... Tmrw lagi jatuh :),/servlets/forum/800004927.jsp?fp=37,"Aug 8, 08:51 PM",22,Stock: [HSI-H39]: HSI-H39: PW HANG SENG INDEX (MACQ)
Hope no one failed to quit before the price plunge.  Happy managing.,/servlets/forum/800004873.jsp?fp=37,"Aug 8, 05:39 PM",8,Stock: [HSI-H33]: HSI-H33: PW HANG SENG INDEX (MACQ)
11.5*20=2.30 Exercise 13.00 =15.30 The present price at 12.50 still selling at...,#,"Aug 8, 09:52 AM",1,
11.5*20=2.30 Exercise 13.00 =15.30 The present price at 12.50 still selling at...,/servlets/forum/800004971.jsp?fp=38,"Aug 8, 09:52 AM",1,Stock: [SCIENTX-CD]: SCIENTX-CD: CW SCIENTEX BERHAD (KIBB)
noted,/servlets/forum/800002034.jsp?fp=38,"Aug 4, 04:47 AM",48,Stock: [OCR-WB]: TAKASO RES BHD-WARR 11/16
+ 0.09 for two days. Awesome !,/servlets/forum/800005009.jsp?fp=38,"Aug 3, 01:47 PM",1,Stock: [FGV-C11]: FGV-C11: CW FELDA GLOBAL VENTURES HLDGS BHD (MACQ)
A group of local and international banks whose total assets are USD13 trillion...,/servlets/forum/800002175.jsp?fp=38,"Jun 17, 09:43 AM",139,Stock: [SKH-WA]: THE MEDIA SHOPPE BHD-WARRANTS
"run since  29/07/2016 . No regret,",/servlets/forum/800005065.jsp?fp=38,"Aug 3, 12:20 AM",1,Stock: [CMSB-CR]: CMSB-CR: CW CAHYA MATA SARAWAK BERHAD (MACQ)
hehehehehe ...halo,/servlets/forum/800005154.jsp?fp=38,"Jul 31, 10:29 PM",1,Stock: [DSONIC-CP]: DSONIC-CP: CW DATASONIC GROUP BERHAD (MACQ)
"guys... if I were to buy contra on Monday, do I need to pay on expiry date ? o...",/servlets/forum/800004779.jsp?fp=38,"Jul 26, 11:29 PM",32,Stock: [HSI-C21]: HSI-C21: CW HANG SENG INDEX (MACQ)
What will happen if still hold the stock now?,/servlets/forum/800004781.jsp?fp=38,"Jul 25, 07:36 PM",6,Stock: [HSI-H27]: HSI-H27: PW HANG SENG INDEX (MACQ)
what happen to dis counter?,/servlets/forum/800001998.jsp?fp=38,"Jul 25, 12:27 PM",86,Stock: [CAREPLS-WA]: CAREPLUS GROUP-WARRANT 11/16
My buy queue at 37 cents and 36 cents all kena. =),/servlets/forum/800004911.jsp?fp=38,"Jul 21, 05:07 PM",2,Stock: [PMETAL-CO]: PMETAL-CO: CW PRESS METAL BERHAD (RHBIB)
Take note of the relevant dates: Last date for trading is 1 August.  http://ww...,/servlets/forum/800002002.jsp?fp=38,"Jul 15, 04:35 PM",19,Stock: [SUNWAY-WA]: SUNWAY BERHAD-WA 2011/2016
what should i do with Netx-OR stock that i have?...anyone can advise?....,/servlets/forum/800005027.jsp?fp=38,"Jul 14, 11:46 PM",1,Stock: [NETX-OR]: 
22000 gogogogoogoogogogogo,/servlets/forum/800004785.jsp?fp=38,"Jul 14, 11:30 PM",3,Stock: [HSI-C22]: HSI-C22: CW HANG SENG INDEX (MACQ)
"Already 9 Market days, yet to receive CIMB... really lousy",/servlets/forum/800003838.jsp?fp=38,"Dec 11, 05:27 PM",676,Stock: [FBMKLCI-HG]: FBMKLCI-HG
why drop?,/servlets/forum/800004780.jsp?fp=38,"Jul 8, 10:58 AM",1,Stock: [HSI-H25]: HSI-H25: PW HANG SENG INDEX (MACQ)
"Type: PUT WARRANTS  Sector: STRUCTURED WARRANTS OTHERS  Listing Date: Mar 09, ...",/servlets/forum/800004885.jsp?fp=38,"Jul 5, 02:51 PM",1,Stock: [FBMKLCI-H59]: FBMKLCI-H59: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"Type: CALL WARRANTS  Sector: STRUCTURED WARRANTS OTHERS  Listing Date: Mar 09,...",/servlets/forum/800004884.jsp?fp=38,"Jul 5, 02:50 PM",1,Stock: [FBMKLCI-C54]: FBMKLCI-C54: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB )
c4 due date 29-07-2016 exercise price 1700 exercise ratio 667 last trading pri...,/servlets/forum/800004360.jsp?fp=38,"Jul 4, 10:59 PM",219,Stock: [FBMKLCI-C4]: 
looks like to follow call warrant for silver SLV!!,/servlets/forum/800004545.jsp?fp=38,"Jul 4, 12:50 PM",5,Stock: [GLD-C10]: 
can buy +...want to buy the right ka? today last day !,/servlets/forum/800001841.jsp?fp=38,"Jul 1, 03:20 PM",6,Stock: [MBSB-OR]: MALAYSIA BUILDING SOCIETY-OR
No luck. Not going to touch this anymore,/servlets/forum/800004753.jsp?fp=38,"Jun 30, 06:33 PM",13,Stock: [FBMKLCI-H43]: FBMKLCI-H43: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
No volume but drop a lot. Die la,/servlets/forum/800004925.jsp?fp=38,"Jun 29, 04:54 PM",1,Stock: [HSI-H35]: HSI-H35: PW HANG SENG INDEX (MACQ)
http://www.theedgemarkets.com/my/article/high-5-%E2%80%98has-no-choice...-d...,/servlets/forum/800001373.jsp?fp=38,"Jun 28, 10:15 AM",985,Stock: [HIGH5]: SILVER BIRD GROUP BHD
9 times for real? duit turns billionaire?,/servlets/forum/800004734.jsp?fp=38,"Jun 24, 06:40 PM",24,Stock: [HSI-HW]: HSI-HW: PW HANG SENG INDEX (MACQ)
"HSI trending up. hopefully C19 can push upwards, and just curious if anyone ca...",/servlets/forum/800004732.jsp?fp=38,"Jun 22, 11:28 AM",35,Stock: [HSI-C19]: HSI-C19: CW HANG SENG INDEX (MACQ)
"hehehehe ,,, gua lai liaooooooooooooo",/servlets/forum/800004593.jsp?fp=38,"Jun 20, 11:00 PM",3,Stock: [SUPERMX-C5]: 
index +10.58.........,/servlets/forum/800004948.jsp?fp=38,"Jun 20, 11:08 AM",12,Stock: [FBMKLCI-C56]: FBMKLCI-C56: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
So dead.. Supermx where are you..,/servlets/forum/800004759.jsp?fp=38,"Jun 20, 10:25 AM",10,Stock: [SUPERMX-C10]: SUPERMX-C10: CW SUPERMAX CORP BHD (CIMB)
potential,/servlets/forum/800004591.jsp?fp=38,"Jun 17, 04:58 PM",2,Stock: [MAYBANKC17]: 
buy buy,/servlets/forum/800004782.jsp?fp=38,"Jun 16, 10:58 PM",6,Stock: [HSI-HZ]: HSI-HZ: PW HANG SENG INDEX (MACQ)
any comment on this stock?,/servlets/forum/800005085.jsp?fp=38,"Jun 16, 12:53 PM",1,Stock: [OCR-PR]: 
"if UK exit Europe , this warrants will boost ?",/servlets/forum/800004985.jsp?fp=38,"Jun 15, 03:34 PM",1,Stock: [HSI-H41]: HSI-H41: PW HANG SENG INDEX (MACQ)
"Hahah, please sms me anytime bro duit :)",/servlets/forum/800005044.jsp?fp=38,"Jun 12, 06:23 PM",5,Stock: [ARMADA-C17]: ARMADA-C17: CW BUMI ARMADA BERHAD (RHB)
Toilet paper?,/servlets/forum/800001958.jsp?fp=38,"Jun 11, 12:23 PM",3,Stock: [TRC-WB]: TRC SYNERGY BHD-WB 2011/2016
https://www.malaysiawarrants.com.my/home  Click New Warrants,/servlets/forum/800004353.jsp?fp=38,"Jun 9, 09:46 AM",682,Stock: [FBMKLCI-HV]: 
Macquery's Options are no longer trusted anymore...now it's all swallo...,/servlets/forum/800004733.jsp?fp=38,"Jun 3, 03:31 PM",16,Stock: [HSI-C20]: HSI-C20: CW HANG SENG INDEX (MACQ)
hihihi,/servlets/forum/800004587.jsp?fp=38,"Jun 7, 03:43 PM",4,Stock: [FGV-C8]: 
"so pity, this call warrant very soon will be gone case expired.",/servlets/forum/800004359.jsp?fp=38,"May 30, 04:28 PM",2,Stock: [DIALOG-C5]: 
share a comment.....................................  Hit and run... enough an...,/servlets/forum/800004362.jsp?fp=38,"Jun 7, 11:28 AM",1,Stock: [FGV-C6]: 
"Wo, i sell liao, switch all to mother shares. This warrant expire soon. Better...",/servlets/forum/800004789.jsp?fp=38,"Jun 2, 07:04 PM",9,Stock: [AIRASIAC31]: AIRASIAC31: CW AIRASIA BERHAD (MACQ)
TP 0.10 next week,/servlets/forum/800002029.jsp?fp=38,"Jun 2, 12:23 PM",55,Stock: [VIS-WA]: VISDYNAMICS HLDS BHD-WA 11/16
GGWP if you still have this stock.,/servlets/forum/800004493.jsp?fp=38,"Mar 25, 10:45 AM",165,Stock: [HSI-C14]: 
Oil price go up. This should be good for for UMWOG right ?,/servlets/forum/800004313.jsp?fp=38,"May 31, 03:34 PM",3,Stock: [UMWOG-CW]: 
"rogerlth , flyingkite, thanks both of you guys , you are very helpful and roge...",/servlets/forum/800005015.jsp?fp=38,"May 28, 06:33 PM",19,Stock: [CONNECT-PR]: 
RHB Investment will gain handsomely,/servlets/forum/800004336.jsp?fp=38,"May 26, 05:26 PM",9,Stock: [TUNEPRO-CF]: 
is this a warrant?,/servlets/forum/800005028.jsp?fp=38,"May 25, 10:47 AM",1,Stock: [PRLEXUS-OR]: 
:),/servlets/forum/800000033.jsp?fp=38,"May 24, 03:50 PM",13,Stock: [DIGISTA-WA]: DIGISTAR COR BHD-WA
http://klse.i3investor.com/blogs/www.eaglevisioninvest.com/97049.jsp,/servlets/forum/800000859.jsp?fp=38,"May 24, 11:09 AM",142,Stock: [KAF]: KAF-SEAGROATT & CAMPBELL BHD
"At the recent AGM, the chairman was impatient & was trying to bulldoze the...",/servlets/forum/800000308.jsp?fp=38,"May 22, 10:02 AM",31,Stock: [MANULFE]: MANULIFE HOLDINGS BHD
"Mother share need to up at least RM3.48, c8 will above 0.12, it only have abou...",/servlets/forum/800004705.jsp?fp=38,"May 19, 03:21 PM",35,Stock: [SUPERMX-C8]: SUPERMX-C8: CW SUPERMAX CORP BHD (OCBC)
cheaping .....,#,"May 17, 03:39 PM",27,
cheaping .....,/servlets/forum/800003286.jsp?fp=39,"May 17, 03:39 PM",27,Stock: [GENP-WA]: GENP-WA
Hw offer longer maturity period. That matter to me. Play safe first.,/servlets/forum/800004721.jsp?fp=39,"May 16, 12:14 PM",17,Stock: [FBMKLCI-H37]: FBMKLCI-H37: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"As it is now, why not buy mother at 0.155 or 0.16 and sell WA at 0.01? Profit ...",/servlets/forum/800000012.jsp?fp=39,"Apr 14, 03:52 PM",22,Stock: [IRIS-WA]: IRIS CORP BHD-WA
Gone...who bought at 9.5 sen??,/servlets/forum/800004286.jsp?fp=39,"May 6, 11:30 AM",30,Stock: [AEON-CE]: 
hot warrant moving beyond 10cts,/servlets/forum/800002176.jsp?fp=39,"Jul 30, 03:42 PM",1,Stock: [ABLEGRP-WA]: ABLEGROUP BERHAD-WA 12/17
this counter ok or not no movement lol,/servlets/forum/800000282.jsp?fp=39,"Apr 21, 09:51 AM",3,Stock: [ABFMY1]: ABF MALAYSIA BOND INDEX FUND
How liquid is the ETF in the secondary market? Sometimes I see the volume trad...,/servlets/forum/800000284.jsp?fp=39,"May 14, 12:04 PM",6,Stock: [MYETFDJ]: MyETF DJISLAMICMKTMSIATITANS25
